Label,Type,Tags,Description,Areas de trabajo,Campos de la nano,Direccion,Provincia,Ciudad,Empresas Incubadas,Image,Linkedin,Productos y/o servicios nano,Region,Servicios,Telefono,email,location,url,web
Dhacam S.R.L.,Empresa,Empresas|Empresa,"Somos una empresa argentina nacida en el año 1990 y poseemos una amplia trayectoria en el desarrollo, la elaboración, y la comercialización de principios activos para la industria cosmética, farmacéutica, fitoterápica, veterinaria, alimenticia (alimentos funcionales y suplementos dietarios) y de bebidas. Aplicamos los más estrictos métodos y controles de calidad a lo largo de todo el proceso de producción, desde la admisión de las materias primas hasta la obtención del producto final, basándonos en las buenas prácticas de manufactura.
Asimismo brindamos asesoramiento personalizado en el desarrollo de productos a medida del cliente y contamos con una División Analítica a través de la cual ofrecemos servicios de Análisis y Controles de Calidad para terceros.
Gracias a la enorme biodiversidad que nos rodea contamos con una amplia gama de productos para atender las más variadas necesidades del mercado, las cuales se encuentran en permanente evolución. Nuestras líneas de productos entre otras incluyen: Extracto...",,,"Cafayate 1872 (C1440FLP), Ciudad Autónoma de Buenos Aires, Argentina",CABA,CABA,,https://s3.amazonaws.com/cloud.kumu.io/accounts/263368/248108/fe969cc9-36d2-484c-bebd-f35a5b256fef.png,,"**NANOSFERAS: **
●anti-aging
●antiinflamatorias p/varices
●antioxidantes-revitalizantes
●capilares
●con ácido lipoico
●con ácido retinoico
●con ADN
●con ADN vegetal
●con alantoína
●con alfa hidroxiácidos
●con aloe vera
●con aminoácidos
●con avena
●con biotina
●con cafeína
●con cafeína y carnitina
●con cafeína, carnitina y centella asiática
●con cafeína, carnitina y coenzima A
●con caléndula
●con carnitina
●con castaña de indias
●con citopeptinas
●con coenzima A
●con coenzima Q10
●con coenzima Q10 y coenzima R
●con colágeno
●con colágeno marino
●con colágeno y elastina
●con complejo anticaída II
●con complejo blanqueador sin hidroquinona
●con complejo preventivo para circulación
●con dhamatanes
●con dhamatanes 50
●con dhatrales
●con d-panthenol
●con elastina
●con filtros solares
●con fosfatidilcolina
●con hamamelis
●con jalea real
●con minoxidil
●con nicotinamida
●con oligoelementos con olivo (hojas)
●con papaína
●con placenta
●con polifenoles
●con proceramidas ...",,"**ASESORÍA, DESARROLLOS Y CONSULTORÍA:**
Sobre ingredientes activos, biomoléculas y sistemas de liberación, así como también sobre procesos y productos terminados. Asesoría creativa, integral y profesional.

**CONTROLES DE CALIDAD PARA TERCEROS:**
Tercerizamos análisis de productos terminados y materias primas de cosméticos, alimentos, suplementos dietarios, farmacéuticos y veterinarios. Desarrollamos junto a nuestros clientes, soluciones profesionales, éticas, tangibles y confidenciales a medida de cada necesidad y objetivo por cumplir.

**PRODUCTOS: **
●Aceites de alta densidad (AD)
●Extratos oleosos
●Extractos glicólicos
●Extractos alcohólicos
●Extractos secos
●Extractos glicerinados
●Nanosferas
●Liposomas
●Lipestab
●Productos bebibles
●Dhamaspheras
●Complejos
●Proteínas de origen vegetal
●Proteínas de origen animal",(54 11) 4686-3008,info@dhacam.com.ar,"Cafayate 1872 (C1440FLP), Ciudad Autónoma de Buenos Aires, Argentina",www.dhacam.com.ar,
Laboratorio Bioquímico Mar del Plata S.A.,Empresa,,,,,Rivadavia 3327|Mar del Plata|provincia de Buenos Aires,Buenos Aires,Mar del Plata,,,,,,,,,"-37.995544487037094, -57.55488475775411",,
Ako SRL,Empresa,,,,,Elpidio González 1100|Villa Allende|provincia de Córdoba,Córdoba,Villa Allende,,https://s3.amazonaws.com/cloud.kumu.io/accounts/262898/248108/1ac57528-b40b-4506-8cba-e36a3d53ecbe.jpg,,,,,,,"-31.287547613427236, -64.30912819321387",,
Nairoby,Empresa,Empresas|Empresa,"Nairoby es una startup argentina situada en Mar del Plata, especializada en una tecnología que permite fabricar tablas de snowboard y esquíes sustentables personalizados a partir de un compuesto especial termoplástico micro/nano reforzado.
Mejoraron radicalmente la relación con el material deportivo para el usuario, el alquiler y nuestro planeta, brindando la tecnología para personalizar el equipo online, entregarlo en el lugar donde será utilizado y luego devolverlo para ser reprocesado, reciclado y reutilizado a crear nuevos equipos en un modelo de economía circular que minimice el impacto ambiental.
El modelo de negocio de Nairoby está basado en la economía circular. Este esquema de producción permite volver a procesar una tabla usada, incluso aunque esté rota, y obtener una nueva a partir de ella.",,,"French, B7604DHB, Mar del Plata, Provincia de Buenos Aires.",Buenos Aires,Mar del Plata,,https://s3.amazonaws.com/cloud.kumu.io/accounts/261918/248108/70f6f7a4-95cb-4e14-816d-5243db00c907.png,,,,,2235245727,info@nairoby.com,"French, B7604DHB, Mar del Plata, Provincia de Buenos Aires.",http://www.nairoby.com/,
Einsted.Bio,Empresa,,"Creamos una solución rápida, limpia y revolucionaria para el sector energético. Esta solución reutiliza dos de los gases de efecto invernadero más dañinos: dióxido de carbono (CO2) y metano (CH4), convirtiéndolos en energía descarbonizada.

Nuestra solución reduce las emisiones de gases de efecto invernadero y genera un subproducto de carbono: el óxido de grafeno, que puede utilizarse en diversas industrias.

Esto significa que no sólo estamos ayudando a combatir el cambio climático, sino que también estamos impulsando la economía circular.",,,,,,,https://s3.amazonaws.com/cloud.kumu.io/accounts/262898/248108/3880a846-621d-4818-96f1-abb149a38a09.jpeg,,,,,,,"-34.63550523470539, -58.40210144437501",,
BRAM S.A.S.,Empresa,,"Nos dedicamos a la provisión de especialidades químicas para diversas industrias y aplicaciones.

Somos una empresa química en rápida expansión con base en Buenos Aires, Argentina, dedicada a la provisión de especialidades y commodities químicas para diversas industrias, con especial foco en química de superficies (Tratamiento de Superficies metálicas y plásticas + Limpieza & Desinfección). Poseemos un sistema integrado de fabricación, laboratorios, logística y ventas, asegurando respuesta a tiempo.

Nuestra propuesta de valor se basa en ofrecer productos de alta calidad con un soporte técnico de excelencia y un enfoque comercial a largo plazo, bajo las premisas de transparencia, flexibilidad, agilidad y costos muy competitivos, para contribuir al éxito de nuestros clientes.",,,Calle 882 815|Quilmes|provincia de Buenos Aires,Buenos Aires,Quilmes,,https://s3.amazonaws.com/cloud.kumu.io/accounts/262898/248108/d20ee3ed-0ac9-474e-a4fc-d80fc151c3a6.jpeg,,,,,,,"-34.75230172166524, -58.311694805614195",,
BIO H41 S.A.,Empresa,,"Buscamos producir mediante biotecnología componentes útiles para la nutrición humana y animal, para la salud y la cosmética.",,,Bruselas 574|Capital Federal,CABA,CABA,,,,,,,,,"-34.63136769931819, -58.52215169323003",,
Biomatter,Empresa,Empresas|Empresa,"Innovative Materials for Biomedical Solutions

BIOMATTER S.A. es una EBT (EMPRETECNO-PAEBT 0037) que apunta a realizar actividades de investigación, desarrollo, fabricación, comercialización de dispositivos médicos o biotecnológicos destinados a uso humano, veterinario o biológico. El proyecto presentado en el EMPRETECNO tuvo por objeto el desarrollo de una membrana reabsorbible promotora del crecimiento ordenado de células dérmicas y epidérmicas para la regeneración de piel en úlceras o quemaduras, producto comercializable como parte de un kit que posibilite la instancia quirúrgica completa. Se avanzó en el escalado industrial y se realizaron estudios preclínicos in vitro e in vivo que acreditaron la función esperada de la membrana, a la que denominamos MEREL.","Desarrollo de membranas reabsorbibles para ingeniería de tejidos.
Innovación en el desarrollo de nuevos productos para ingeniería de tejidos y aplicaciones médicas.
Producción de biomateriales y dispositivos con diseños a medida.
Difusión de la innovación tecnológica en simposios y congresos.
Gestión de comercialización de productos propios.
Transferencia tecnológica.
Búsqueda de alianzas tecnológicas e inversores.

Aspectos comerciales
•Cursos de formación a médicos sobre utilización del producto
•Organización de simposios para difundir el producto
•Formación de equipo especializado de promoción y ventas
•Negociación con los principales canales de comercialización: Droguerías Institucionales, Instituciones Privadas y Públicas, Obras Sociales, ART y Prepagas. Internacionalización del producto •Alianzas estratégicas para exportar o licenciar el producto al exterior: vínculos con laboratorios de América Latina (Brasil,Uruguay, Chile y Paraguay), España, Francia, Canadá y Estados Unidos.",,O'Higgins 2550|Capital Federal,CABA,CABA,,https://s3.amazonaws.com/cloud.kumu.io/accounts/263368/248108/ec772bba-856b-4b40-b12c-635c33aabe40.jpg,,"La ingeniería de las membranas, verdaderos andamios para la adhesión y proliferación celular, incluye una estructura con porosidad jerárquica desde micro a nanoporos interconectados, acordes a las células a cultivar en cada cara del andamio.",,,,elidahermida@gmail.com,"-34.55559255429907, -58.456626763539425",http://www.agencia.mincyt.gob.ar/upload/PAEBT_0037_-_BIOMATTER_-_Elida_Hermida_Alberto_Bolgiani_y_Alberto_Achille.pdf,
Clorar Ingeniería S.A.,Empresa,,"Clorar Ingeniería SA es una empresa argentina que se dedica a la Consultoría, Investigación, Desarrollo y Diseño de procesos químicos y electroquímicos para la industria.

Las misiones de la empresa son: alcanzar un reconocimiento por parte del medio productivo y de los sectores académicos por la calidad de sus trabajos de ingeniería, ser referencia nacional en el área de los procesos electroquímicos, generar ámbitos de trabajo que incentiven la creatividad y la satisfacción del personal interviniente, y realizar un aporte a la independencia técnica y tecnológica de nuestro país y la región.",,,Parque Tecnológico Litoral Centro|Santa Fe capital|provincia de Santa Fe,Santa Fe,Santa Fe,,https://s3.amazonaws.com/cloud.kumu.io/accounts/262898/248108/284bc3bf-807d-42ee-9521-c23c85dfbf29.png,https://www.linkedin.com/company/clorar-ingenieria/?originalSubdomain=ar,,,,,,"-31.636362898630683, -60.666465282433585",,
Leandro Santana,Empresa,,,,,Suipacha 216|Quilmes|provincia de Buenos Aires,Buenos Aires,Quilmes,,,,,,,,,"-34.71192200148586, -58.26432989541878",,
Sherwin Williams,Empresa,Empresas|Empresa,"Sherwin-Williams es una compañía de capital estadounidense dedicada al desarrollo, fabricación y venta de pinturas y recubrimientos, así como en la comercialización de productos relacionados.
Somos una empresa de gran trayectoria, con crecimiento sostenido, líder en el mercado que promueve una gestión sustentable.
La excelencia y la innovación de nuestros productos contribuyen a dar color a la comunidad de la que somos parte.
CALIDAD el éxito de nuestra empresa. Desde el principio, nuestros fundadores insistieron en tener productos, procesos y personas de la mejor calidad. Hoy, esta dedicación a ser los mejores sigue siendo una marca registrada de nuestra empresa. Con un fuerte compromiso a la mejora continua, nos desafiamos a nosotros mismos a fijar el estándar de la industria en la excelencia de los colores, productos y recubrimientos que preservan, protegen y embellecen.","- Línea de hogar y obra
- Cuidado de la madera
- Aerosoles
- Mantenimiento industrial
- Repintado automotor",,"Hipólito Yrigoyen 1579 (1702) - Cuidadela - Buenos Aires, República Argentina.",Buenos Aires,Ciudadela,,https://s3.amazonaws.com/cloud.kumu.io/accounts/263368/248108/01916ef7-d979-4708-8611-b84c64d99270.png,,,,,8.102.226.567,,"Hipólito Yrigoyen 1579 (1702) - Cuidadela - Buenos Aires, República Argentina.",www.sherwin.com.ar,
NovoSens S.A.S.,Empresa,,"Desarrollamos dispositivos de medición basados en biosensores. Innovamos en los procesos industriales y en el diagnóstico por biomarcadores. Creamos soluciones más simples, rápidas y fáciles de utilizar.",,,Juan Cruz Varela 2796|Córdoba Capital|provincia de Córdoba,Córdoba,Córdoba,,https://s3.amazonaws.com/cloud.kumu.io/accounts/262898/248108/645f9b1c-e598-49bd-bca0-38fcbcafb8de.jpeg,,,,,,,"-31.365308807302664, -64.22528068227533",,
Atom Protect,Empresa,Empresa,"Somos un equipo de investigación integrado por científicas y científicos del **CONICET**, la **Universidad de Buenos Aires** (UBA) y la **Universidad Nacional de San Martín** (UNSAM), con el apoyo de la PYME textil **Kovi S.R.L.**, que desarrolló telas tratadas con activos antivirales, bactericidas y fungicidas para, entre otras cosas, fabricar barbijos de uso social.

Este consorcio público - privado actualmente comercializa los tapabocas Atom Protect, conocidos como los **barbijos del CONICET**.",Desarrollo de textiles y productos antivirales,,Larrea 579|Capital Federal,CABA,CABA,,https://s3.amazonaws.com/cloud.kumu.io/accounts/262898/663353/97b5c3d0-f7b8-4505-8c53-dbacba563950.png,,"**Mascarillas antivirales** de uso social, con iones de plata y cobre, que le confieren a las mismas la capacidad de eliminar virus, bacterias y hongos. Este tapabocas es reutilizable y permite hasta 15 lavados.|**Mascarillas antivirales N95** de uso social con mayor capacidad de filtrado y de retención de partículas aéreas. Esta versión no es reutilizable.|**Paños antivirales** con nanopartículas de plata y cobre para desinfección de objetos y superficies.|**Cofia antiviral** de uso médico o para espacios de alta exposición|**Mameluco antiviral** para el personal de salud o para trabajadores que se desenvuelven en espacios de alta exposición.|**Funda de almohada** antiviral tratada con iones de plata y cobre.",,Ofrecemos una serie de productos de gran utilidad en el contexto actual de la pandemia del coronavirus.,011 - 15 3302 5368 / 0810 - 444 5767,info@atomprotect.com.ar,"-34.60230633834544, -58.40202662993975",https://atomprotect.mitiendanube.com/,
International Chemicals de Argentina S.A.,Empresa,Empresas|Empresa,"International Chemicals de Argentina es una empresa nacida en la ciudad de Buenos Aires, con proyección internacional, que se especializa en la comercialización de productos químicos para todas las industrias, operando como exportador, importador y distribuidor de las mismas en sus cuatro principales líneas de productos: Feed, Agro, Nano e Industrial.
International Chemicals de Argentina supo interpretar claramente las necesidades insatisfechas del mercado químico ofreciendo soluciones que lograron su inmediata aceptación.
El crecimiento de International Chemicals de Argentina es el resultado de unir inversión constante, esfuerzo tecnológico y un equipo humano totalmente idóneo y consolidado para conseguir la excelencia institucional necesaria para proveer las demandas que nuestros clientes y proveedores merecen.","- Agro: protección y nutrición funcional para cultivos.
- Feed: nutrición y sanidad animal.
- Industrial: aplicaciones y procesos industriales.
- Nano: Ingeniería Molecular.",,Santiago del Estero 1949|(C1136ABO) Constitución|CABA|Argentina.,CABA,CABA,,https://s3.amazonaws.com/cloud.kumu.io/accounts/263368/248108/010c49f7-c334-4891-b5c7-fec57f24ca21.jpg,,,,,4331-2582,info@ica-sa.com.ar,"Santiago del Estero 1949, (C1136ABO) Constitución, CABA, Argentina.",www.ica-sa.com.ar,
Jenck S.A.,Empresa,Empresas|Empresa,"Jenck S.A. fue establecida en 1989 para brindar un servicio integral a las empresas e instituciones de Argentina que utilizan instrumental analítico en sus laboratorios y en sus controles de procesos.
Los servicios incluyen el asesoramiento previo a la adquisición del instrumental, su provisión e instalación, la capacitación del personal, el soporte técnico para el desarrollo de métodos analíticos, la calificación y certificación de instrumentos con patrones trazables y el servicio técnico de mantenimiento preventivo y reparaciones.","- Agua y ambiente
- Alimentos
- Automotriz y Autopartes
- Biocombustibles
- Biotecnología
- Ciencias de la vida
- Ciencias de materiales
- Ciencias forenses, Seguridad y Justicia
- Educación
- Electrónica y Comunicaciones
- Energía y Electricidad
- Farmacéuticos
- Gas, Petróleo y Petroquímica
- Higiene y Belleza
- Metalúrgica
- Minería
- Nanotecnología
- Química
- Salud",,Av. Álvarez Thomas 228 - (C1427CCP) Ciudad Autónoma de Buenos Aires - Argentina,CABA,CABA,,https://s3.amazonaws.com/cloud.kumu.io/accounts/263368/248108/2e3737e9-a9d5-4b60-956b-d0274bf27333.png,,,,"TÉCNICAS ANALÍTICAS
- Accesorios para laboratorio
- Analizadores elementales y específicos
- Análisis de tamaño de partículas
- Análisis térmico
- Balanzas
- Centrífugas y Ultracentrífugas
- Columnas
- COVID-19
- Cromatografía y Electroforesis
- Electroquímica, Electroanalítica
- Ensayos físicos
- Espectrofotometría
- Espectrometría de Masas
- Espectrometría de Rayos X
- Filtración
- Medidores de Color y Apariencia
- Microbiología del agua
- Microscopía, Espectrometría Electrónica
- Muestreadores de aire
- Preparación de muestras
- Reactivos
- Recubrimiento de superficies
- Resonancia magnética
- Resonancia Paramagnética Electrónica
- Sintetizadores y Secuenciadores
- Sistemas asistidos por Microondas
- Testeo rápido
- Tituladores
- Turbidimetría",(54 11) 4014 5300,,"-34.581756242027424, -58.44754450295153",https://www.jenck.com/,
La Química Quirúrgica,Empresa,Empresas|Empresa,"Por más de 50 años La Química Quirúrgica ha provisto productos y servicios de calidad a laboratorios de control de calidad, investigación y desarrollo en Argentina. La actividad inicial de la compañía fue la provisión de productos científicos (principalmente reactivos químicos) en laboratorios y hospitales.
La Química Quirúrgica atiende a cerca de 2000 clientes en Argentina. Muchos de ellos son compañías internacionales, y ningún cliente representa más del 5% de nuestras ventas.","Industria - Control de Calidad y Desarrollo
- Farmacéutica
- Alimentos y Bebidas
- Petróleo
- Químicas y Petroquímicas
- Minería
- Metalúrgica y Siderúrgica
- Biotecnología
- Laboratorios de Inspección y Servicios
- Laboratorios de Medio Ambiente
- Otros: Cueros, Pulpa y Papel, Textil, Agricultura, Transporte, Energía

Investigación
- Farmacéutica
- Biotecnología
- Institutos de Gobierno
- Fundaciones
- Hospitales y Centros de Salud
- Universidades",,Saavedra 247 C1083ACE - Buenos Aires - Argentina,CABA,CABA,,https://s3.amazonaws.com/cloud.kumu.io/accounts/263368/248108/a31bf62a-0918-4bf8-b5f0-d461441d135a.jpg,,,,"- Insumos: stock de más de 7.000 productos de consumo habitual en laboratorios analíticos, físico-químicos y de investigación.

- Equipamiento: instrumental analítico para laboratorios industriales, de investigación, y medioambientales. Servicio de asesoramiento, garantía y post-venta.

- Procesos: Control de temperatura / Cultivo celular / Reactores / Sistemas de agitación.

- Proyectos: más de 200 laboratorios instalados con nuestra marca Modulab. La línea de Fisher Hamilton extiende nuestro rango de módulos, mesadas, campanas extractoras y accesorios.",+54 (11) 5277-7200,,"-34.6126721942211, -58.403278206076465",www.laqq.com.ar,
Analytical Technologies S.A.,Empresa,Empresas|Empresa,"Somos una empresa Argentina, con sede en Panamá, Paraguay y Uruguay; que brinda equipamiento científico y servicios de posventa, de alto valor agregado, para la industria de la Química Analítica, Genómica y Nanotecnología.

Ofrecemos equipos de análisis de última generación, brindamos asesoramiento técnico profesional que garantiza su rápida implementación y alto desempeño durante todo el ciclo de vida y disponemos de un Centro de Alta Tecnología Analítica (CATA) para nuestros clientes.

Nos avala la calidad de nuestras marcas representadas y nos distingue una profunda vocación de servicio y filosofía empresarial que nos convierten en líderes del mercado de provisión de soluciones científicas.","- Química analítica:
Como líder mundial en instrumentación analítica y de medida, el objetivo de Agilent Technologies es aportar una solución global a las necesidades de su laboratorio. Agilent le ofrece la puesta en marcha de su aplicación aportando la solución más completa: instrumentos, consumibles, soporte técnico, conocimiento normativo y un amplio catálogo de aplicaciones llave en mano.
Análisis Químico. Soluciones para todos los mercado.
- Análisis elemental:
Bruker diseña y produce instrumentos analíticos para Análisis Elemental, investigación de materiales e investigaciones estructurales y de superficies. Las innovadoras soluciones que ofrecemos permiten que un amplio espectro de clientes en la industria pesada, química, farmacia, semiconductores, solar, ciencias biológicas, nanotecnología e investigación académica haga avances tecnológicos y acelere su progreso.
- Biología molecular:
En Analytical Technologies contamos con los recursos y soluciones integrales para completar y fortalecer su cad...",,"Av. Mitre 3690, B1605BUS Munro, Buenos Aires - Argentina",Buenos Aires,Vicente López,,https://s3.amazonaws.com/cloud.kumu.io/accounts/263368/248108/5cd4adab-cfd9-4a83-a613-3f5fdb8d4f31.png,,,,,+54 11 4509-9000,,"Av. Mitre 3690, B1605BUS Munro, Buenos Aires - Argentina",www.analytical.com,
Grupo Serval,Empresa,,"Somos una empresa productora de materias primas para la industria alimenticia. Contamos con más de 30 años en el mercado, ubicados en el Parque Industrial de San Lorenzo, provincia de Santa Fe, Argentina.

Aplicando conocimentos técnicos y el nivel tecnológico de su planta, nuestros productos son reconocidos por su carácter de innovación y funcionalidad asegurando la máxima calidad de los mismos.",,,Autopista Rosario - Santa Fe y Ruta Provincial N° 10|San Lorenzo|provincia de Santa Fe,Santa Fe,San Lorenzo,,https://s3.amazonaws.com/cloud.kumu.io/accounts/262898/248108/c149ea90-dcdc-446e-87f6-8a8344ee2519.jpeg,,,,,,,"-32.72103577264788, -60.772181302752635",,
BioMetallum,Empresa,,"BioMetallum es una startup Argentina especializada en biominería, dedicada al diseño y desarrollo de soluciones para la eficiente extracción de litio y otros metales. Nuestro enfoque de clean tech implica la manipulación y modificación de microorganismos con características específicas, lo que nos permite reemplazar el uso de productos químicos y prácticas contaminantes comúnmente presentes en la minería.

Al hacerlo, contribuimos a mejorar la eficiencia de extracción, preservar el recurso del agua y reducir el impacto ambiental. Nuestros métodos innovadores se alinean con la creciente tendencia de prácticas sustentables en las empresas de biotecnología, colaborando en la transición energética hacia energías limpias, y enfatizando el desarrollo sustentable en el campo de la extracción de litio, específicamente en el Triángulo del Litio.",,,Av. 25 de Mayo 1021|San Martín|provincia de Buenos Aires,Buenos Aires,San Martín,,https://s3.amazonaws.com/cloud.kumu.io/accounts/262898/248108/496887cf-b596-422e-b795-abe4096bf554.png,https://www.linkedin.com/company/biometallum/,,,,,contact@bio-metallum.com,"-34.58179800811528, -58.52117216919893",https://bio-metallum.com/ES/,
Nanotica Agro,Empresa,Empresa,"En NANOTICA Agro desarrollamos una nueva tecnología de nanoencapsulación que permite disminuir la cantidad requerida de agroquímicos, a la vez que reducimos la contaminación y promovemos seguridad alimentaria.
El uso de nanotecnologías ayuda a mejorar la efectividad de los productos, pero sus altos costos y baja estabilidad son un factor limitante. Por esta razón proveemos a los productores una máquina nanotizadora y “cápsulas vacías” para nanoencapsular agroquímicos in situ al momento de la aplicación.
De esta manera se generan mayores ganancias para el productor agropecuario quien utiliza menor cantidad de producto, reduce sus costos e impacta positivamente en el medio ambiente.

Optimizamos la eficiencia de aplicación de agroquímicos - Nuestra tecnología potencia el efecto de los agroquímicos, aún a dosis menores a la recomendada. La partícula nanotizada penetra en mayor medida las células y tejidos vegetales que la partícula tradicional. Esto es posible debido a su tamaño nano y personalización de la e...",,,"Av. 25 de Mayo 1021, B1650 San Martín, Provincia de Buenos Aires",Buenos Aires,San Martín,,https://s3.amazonaws.com/cloud.kumu.io/accounts/261918/248108/f4b517e1-8fa5-4314-b9f6-a06330b3bf5a.png,,,,,,info@nanotica.com.ar,"-34.58175770649379, -58.52126470540207",http://nanotica.com.ar/,
Chemisa S.R.L.,Empresa,Empresas|Empresa,"CHEMISA - Química y Tecnología para Empresas : Fosfatizantes, Desengrasantes, Removedores, Anticorrosivos , Nanotecnología.
CHEMISA SRL, una empresa que es hoy líder en la fabricación de productos químicos para el tratamiento de superficies metálicas.
El primer ítem indicador de que CHEMISA SRL era diferente a lo conocido fue el desarrollo en el año 1999 de un fosfatizante y fosfodesengrasante para túneles de aspersión a temperatura ambiente, producto de rápida difusión en el mercado por el ahorro energético posible.
En el año 2001, inaugura su centro industrial, en el Parque Industrial La Cantábrica, donde reúne la planta de fabricación, las oficinas administrativas, y especialmente sus laboratorios de control y desarrollo.
En el año 2003 comienza la fabricación y exportación de cámaras de niebla salina, conscientes que no se puede hablar de resistencia a la corrosión sin tener los elementos necesarios para controlar en el laboratorio, el avance de la misma.
También, y como fruto de sus investigaciones de...","- Desinfección y limpieza: productos de limpieza y desinfección industrial.
- Belleza automotor: línea completa para estética automotor.
- Aluminio Anodizado: línea de productos para anodizado Aluminio.
- Aluminio pintado: línea de pretratamientos para aluminio previo a pintura.
- Metales ferrosos
- Metales no ferrosos: desengrasante electrolítico, desengrasante alcalino suave.
- Pavonado: decapante, desengrasante alcalino pesado, sal de pavonar, inhibidor de corrosión, inhibidor de corrosión soluble en agua, desplazante de agua, aceite de alta adherencia.
- Conformado de metales: decapante, desengrasante alcalino pesado, fosfato de Cinc grano medio/grueso, lubricante reactivo, inhibidor de corrosión, inhibidor de corrosión soluble en agua, desplazante de agua, aceite de alta adherencia, aceite de extrema presión.
- Removedores de pintura
- Lubricantes industriales
- Especialidades químicas: convertidor de óxido, cobreado químico, anti-incrustante anti-corrosivo, biocida de amplio espectro, consumible pa...",,"Tres Arroyos 329, Haedo, Provincia de Buenos Aires.",Buenos Aires,Haedo,,https://s3.amazonaws.com/cloud.kumu.io/accounts/263368/248108/56a4608a-f5b7-40e1-ab3a-37a21c38e12f.png,,,,,+54 11-4628-2929,chemisa@chemisa.com.ar,"-34.64187836448555, -58.60837261006061",www.chemisa.com.ar,
SphereBio,Empresa,,"Desarrollamos plataformas biotecnológicas que entregan moléculas a las células de manera eficiente, entrenándolas para generar respuestas específicas frente a problemas de salud complejos.

Actualmente, estamos utilizando nuestras plataformas para ofrecer a empresas farmacéuticas y veterinarias un enfoque novedoso para potenciar vacunas y terapias personalizadas para enfermedades infecciosas y cancer.",,,Av. Corrientes 485|ciudad de Buenos Aires,CABA,CABA,,https://s3.amazonaws.com/cloud.kumu.io/accounts/262898/248108/d559d6dc-68e0-4f84-87a5-7241116a6d03.jpg,,,,,,,"-34.60296228193412, -58.373482357638856",,
Advance Machine Systems S.A.,Empresa,Empresas|Empresa,"Advanced Machine Systems S.A. es una empresa innovadora que acerca al mercado argentino la última tecnología internacional, a través de marcas líderes en:
► Máquinas de medir
► Instrumentos de medición
► Impresión 3D
► Equipos de preseteado y balanceo
► Tornos y centros de entrenamiento industrial
► Tracker óptico
► Accesorios de metrología
► Equipos de pulido
AMS ofrece servicios completos de post venta en Argentina.",,,"Casa Central: Av. de Los Constituyentes 4537, (C1431EXK) CABA – Buenos Aires – Argentina",CABA,CABA,,https://s3.amazonaws.com/cloud.kumu.io/accounts/263368/248108/db447b6f-aeed-4d27-ad5a-570f930b473e.png,,,,"- Capacitación
- Mantenimiento preventivo
- Calibración de equipos y repuestos
- Distribuidores y servicios
- Seminarios web de impresión 3D",(54 11) 4571-9875,,"Av. de Los Constituyentes 4537, (C1431EXK) CABA – Buenos Aires – Argentina",https://www.amsarg.com.ar/,
Enorza S.A.,Empresa,Empresas|Empresa,"Enorza S.A. es una empresa emergente argentina de base tecnológica orientada la provisión de principios farmacéuticos activos (API ́s) y de sistemas de liberación controlada de drogas, bajo normas internacionales de alta calidad. Fundada en el año 2010. Ubicada en la Ciudad Autónoma de Buenos Aires.
Cuenta con un equipo de profesionales universitarios altamente calificados y entrenados en producción de farmoquímicos y productos farmacéuticos. También posee RRHH con una gran experiencia en investigación y desarrollo con especialización en tecnologías de liberación controlada y nanotecnología.
ENORZA está especializada en el desarrollo de procesos, cambios de escala cumpliendo Buenas Prácticas de Fabricación y la elaboración por contrato de ingredientes farmacéuticos activos (API) para ensayos y uso comercial. Posee experiencia en una amplia gama de productos de la química orgánica moderna, la manipulación de compuestos de alta potencia, tales como sustancias controladas, citotóxicos, intermediarios y anest...","En la convicción que el crecimiento se sustenta en su capacidad de innovación e investigación y desarrollo, ENORZA tiene los siguientes proyectos:

- ORPHANDRUGS:
Moléculas de alto valor agregado para mucosas y enfermedades huérfanas (ORPHANDRUGS).

- VERTEPORFINA:
Liposoma de Verteporfina para terapia fotodinámica eficaces en el tratamiento de la degeneración macular relacionada con la edad y el cáncer.

- MICROESFERAS:
Microesferas y nanopartículas de polímeros biodegradables donde el principio activo se encuentra distribuido uniformemente en una matriz polimérica. Con esta plataforma tecnológica y de acuerdo a las propiedades fisicoquímicas del polímero, la interacción del mismo con la droga y las variables del proceso de obtención de las partículas se logran distintas velocidades de liberación.
Así se pueden encapsular una amplia variedad de moléculas tanto hidrofílicas como hidrofóbicas.

- MICROESFERAS POROSAS:
Microesferas porosas capaces de entrampar distintos principios activos que se usan p...",,"Pringles 10 4°Piso ""I"", (1183) Ciudad Autónoma de Buenos Aires, Argentina.",CABA,CABA,,https://s3.amazonaws.com/cloud.kumu.io/accounts/263368/248108/63ef31cf-358b-4753-bab6-2a19de03de32.png,,,,,(+54 11) 4982-1507 / (+54 11) 4958-8106,info@enorza.com.ar,"Pringles 10 4°Piso ""I"", (1183) Ciudad Autónoma de Buenos Aires, Argentina.",www.enorza.com.ar,
